file,element,sub_element,phase,species,oxidation_state,mu0_cal,mu0_kJ,name
17_Germanium.md,Germanium,Germanium,Dissolved,HGeO2(-),+2,-92200.0,-385.7648,"Bigermanite ion, cherry-red"
17_Germanium.md,Germanium,Germanium,Dissolved,H2GeO3,+4,-186800.0,-781.5712,Germanic acid
17_Germanium.md,Germanium,Germanium,Dissolved,HGeO3(-),+4,-175200.0,-733.0368,Bigermanate ion
17_Germanium.md,Germanium,Germanium,Dissolved,GeO3(2-),+4,-157900.0,-660.6536,Germanate ion
17_Germanium.md,Germanium,Germanium,Gaseous,GeH4,-4,80000.0,334.72,"Germanium hydride, colourless"
17_Lead.md,Lead,Lead,Solid,Pb,0,0.0,0.0,"Lead, grey, cubic"
17_Lead.md,Lead,Lead,Solid,PbO(anh.red),+2,,,"Plumbous oxide, red, quadratic"
17_Lead.md,Lead,Lead,Solid,PbO(anh.yellow),+2,,,"Plumbous oxide, yellow, orthorhombic"
17_Lead.md,Lead,Lead,Solid,PbO(hydr.),+2,,,"Hydrated plumbous oxide or hydroxide, white, hexagonal"
17_Lead.md,Lead,Lead,Solid,Pb3O4,"+2, +4",-147000.0,-615.048,"Plumbo-plumbic oxide (minium), red, quadratic"
17_Lead.md,Lead,Lead,Solid,Pb2O3,+3,-98417.0,-411.7767,"Sesquioxide, yellow-orange, amorphous or quadratic"
17_Lead.md,Lead,Lead,Solid,PbO2,+4,-52340.0,-218.9906,"Dioxide, brown, quadratic"
17_Lead.md,Lead,Lead,Dissolved,Pb(2+),+2,-5810.0,-24.309,"Plumbous ion, colourless"
17_Lead.md,Lead,Lead,Dissolved,HPbO2(-),+2,-81000.0,-338.904,Biplumbite ion
17_Lead.md,Lead,Lead,Dissolved,PbO2(2-),+2,,,Plumbite ion
17_Lead.md,Lead,Lead,Dissolved,Pb(4+),+4,72300.0,302.5032,Plumbic ion
17_Lead.md,Lead,Lead,Dissolved,PbO3(2-),+4,-66340.0,-277.5666,Metaplumbate ion
17_Lead.md,Lead,Lead,Dissolved,PbO4(4-),+4,-67421.0,-282.0895,Orthoplumbate ion
17_Lead.md,Lead,Lead,Gaseous,PbH2,-2,69500.0,290.788,"Hydride, colourless"
17_Silicon.md,Silicon,Silicon,Solid,Si,0,0.0,0.0,"Silicon, steel-grey, cub."
17_Silicon.md,Silicon,Silicon,Solid,SiO2(anh.Quartz),+4,,,"Quartz silica, colourless, hex."
17_Silicon.md,Silicon,Silicon,Solid,SiO2(anh.cristobalite),+4,,,"Cristobalite silica, colourless, cub."
17_Silicon.md,Silicon,Silicon,Solid,SiO2(anh.tridymite),+4,,,"Tridymite silica, colourless, hex."
17_Silicon.md,Silicon,Silicon,Solid,SiO2(anh.vitreous),+4,,,"Vitreous silica, colourless"
17_Silicon.md,Silicon,Silicon,Solid,SiO2(hydr.),+4,,,"Hydrated silica or metamonosilicic acid H2SiO3, colourless, am."
17_Silicon.md,Silicon,Silicon,Dissolved,H2SiO3,+4,-242000.0,-1012.528,"Metamonosilicic acid, colourless"
17_Silicon.md,Silicon,Silicon,Dissolved,HSiO3(-),+4,-228360.0,-955.4582,"Acid metamonosilicate ion, colourless"
17_Silicon.md,Silicon,Silicon,Dissolved,SiO3(2-),+4,-212000.0,-887.008,"Metamonosilicate ion, colourless"
17_Silicon.md,Silicon,Silicon,Gaseous,SiH4,-4,-9400.0,-39.3296,"Silicon hydride, colourless"
17_Tin.md,Tin,Tin,Solid,Sn,0,0.0,0.0,"Tin, white, quadratic"
17_Tin.md,Tin,Tin,Solid,SnO(anh.),+2,,,"Stannous oxide, black, quadratic"
17_Tin.md,Tin,Tin,Solid,SnO(hydr.),+2,,,"Stannous hydroxide, white"
17_Tin.md,Tin,Tin,Solid,SnO2(anh.),+4,,,"Stannic oxide, white, quadratic"
17_Tin.md,Tin,Tin,Solid,SnO2(hydr.),+4,,,"Stannic hydroxide, white"
17_Tin.md,Tin,Tin,Dissolved,Sn(2+),+2,-6275.0,-26.2546,"Stannous ion, colourless"
17_Tin.md,Tin,Tin,Dissolved,HSnO2(-),+2,-98000.0,-410.032,"Bistannite ion, colourless"
17_Tin.md,Tin,Tin,Dissolved,SnO3(2-),+4,-137420.0,-574.9653,"Stannate ion, colourless"
17_Tin.md,Tin,Tin,Dissolved,Sn(4+),+4,650.0,2.7196,"Stannic ion, colourless"
17_Tin.md,Tin,Tin,Gaseous,SnH4,-4,99000.0,414.216,"Hydride, colourless"
18_Antimony.md,Antimony,Antimony,Solid,Sb,0,0.0,0.0,"Antimony, grey, rhomb."
18_Antimony.md,Antimony,Antimony,Solid,Sb2O3(anh.cub.),+3,,,"Antimony trioxide or senarmontite, white, cub."
18_Antimony.md,Antimony,Antimony,Solid,Sb2O3(anh.orth.),+3,,,"Antimony trioxide or valentinite, white, orthorh."
18_Antimony.md,Antimony,Antimony,Solid,Sb2O4(anh.),+4,-165900.0,-694.1256,"Antimony tetroxide, white, orthorh."
18_Antimony.md,Antimony,Antimony,Solid,Sb2O5(anh.),+5,-200500.0,-838.892,"Antimony pentoxide, yellow, cub."
18_Antimony.md,Antimony,Antimony,Dissolved,SbO(+),+3,-42000.0,-175.728,"Antimonyl ion, colourless"
18_Antimony.md,Antimony,Antimony,Dissolved,HSbO2,+3,-97500.0,-407.94,"Meta-antimonious acid, white"
18_Antimony.md,Antimony,Antimony,Dissolved,SbO2(-),+3,-82500.0,-345.18,"Antimonite ion Sb(OH)4(-), colourless"
18_Antimony.md,Antimony,Antimony,Dissolved,SbO2(+),+5,-65500.0,-274.052,Antimonic ion
18_Antimony.md,Antimony,Antimony,Dissolved,SbO3(-),+5,-122930.0,-514.3391,"Antimonate ion Sb(OH)6(-), colourless"
18_Antimony.md,Antimony,Antimony,Gaseous,SbH3,-3,35300.0,147.6952,"Antimonated hydrogen or stibine, colourless"
18_Arsenic.md,Arsenic,Arsenic,Solid,As,0,0.0,0.0,"Arsenic, steel grey, rhomb."
18_Arsenic.md,Arsenic,Arsenic,Solid,As2O3,+3,-137680.0,-576.0531,"Arsenious anhydride, white, cubic"
18_Arsenic.md,Arsenic,Arsenic,Solid,As2O5,+5,-184600.0,-772.3664,"Arsenic anhydride, white, amorphous"
18_Arsenic.md,Arsenic,Arsenic,Dissolved,AsO(+),+3,-39100.0,-163.5944,"Arsenyl ion, colourless"
18_Arsenic.md,Arsenic,Arsenic,Dissolved,HAsO2,+3,-96250.0,-402.71,"Meta-arsenious acid, colourless"
18_Arsenic.md,Arsenic,Arsenic,Dissolved,AsO2(-),+3,-83700.0,-350.2008,"Meta-arsenite ion, colourless"
18_Arsenic.md,Arsenic,Arsenic,Dissolved,H3AsO3,+3,-152940.0,-639.901,Ortho-arsenious acid
18_Arsenic.md,Arsenic,Arsenic,Dissolved,H2AsO3(-),+3,-140400.0,-587.4336,"Mono-ortho-arsenite ion, colourless"
18_Arsenic.md,Arsenic,Arsenic,Dissolved,H3AsO4,+5,-183800.0,-769.0192,"Ortho-arsenic acid, colourless"
18_Arsenic.md,Arsenic,Arsenic,Dissolved,H2AsO4(-),+5,-178900.0,-748.5176,"Mono-ortho-arsenate ion, colourless"
18_Arsenic.md,Arsenic,Arsenic,Dissolved,HAsO4(2-),+5,-169000.0,-707.096,"Di-ortho-arsenate ion, colourless"
18_Arsenic.md,Arsenic,Arsenic,Dissolved,AsO4(3-),+5,-152000.0,-635.968,"Tri-ortho-arsenate ion, colourless"
18_Arsenic.md,Arsenic,Arsenic,Gaseous,AsH3,-3,42000.0,175.728,"Arsine, colourless"
18_Bismuth.md,Bismuth,Bismuth,Solid,Bi,0,0.0,0.0,"Bismuth, silvery white or reddish, hex."
18_Bismuth.md,Bismuth,Bismuth,Solid,Bi2O3(anh.),+3,,,"Bismuth trioxide, pale yellow, rhomb."
18_Bismuth.md,Bismuth,Bismuth,Solid,Bi2O3(hydr.),+3,,,"Bismuth hydroxide, white, amorphous"
18_Bismuth.md,Bismuth,Bismuth,Solid,Bi4O7,+3/+4,-232750.0,-973.826,"Oxide Bi4O7, grey-brown"
18_Bismuth.md,Bismuth,Bismuth,Solid,Bi2O4,+4,-109000.0,-456.056,"Bismuth tetroxide, yellow-brown"
18_Bismuth.md,Bismuth,Bismuth,Solid,Bi2O5,+5,-91570.0,-383.1289,"Bismuth pentoxide, dark red"
18_Bismuth.md,Bismuth,Bismuth,Dissolved,Bi(3+),+3,14830.0,62.0487,"Bismuthous ion, colourless"
18_Bismuth.md,Bismuth,Bismuth,Dissolved,Bi(OH)(2+),+3,-39130.0,-163.7199,"Hydroxybismuthous ion, colourless"
18_Bismuth.md,Bismuth,Bismuth,Dissolved,BiO(+),+3,-34540.0,-144.5154,"Bismuthyl ion, colourless"
18_Bismuth.md,Bismuth,Bismuth,Gaseous,BiH3,-3,55340.0,231.5426,"Bismuthine, colourless"
18_Nitrogen.md,Nitrogen,Nitrogen,Dissolved,NH4OH,-3,-63050.0,-263.8012,"Ammonia, colourless"
18_Nitrogen.md,Nitrogen,Nitrogen,Dissolved,NH4(+),-3,-19000.0,-79.496,"Ammonium ion, colourless"
18_Nitrogen.md,Nitrogen,Nitrogen,Dissolved,HNO2,+3,-12820.0,-53.6389,"Nitrous acid, colourless"
18_Nitrogen.md,Nitrogen,Nitrogen,Dissolved,NO2(-),+3,-8250.0,-34.518,Nitrite ion
18_Nitrogen.md,Nitrogen,Nitrogen,Dissolved,HNO3,+5,-26430.0,-110.5831,"Nitric acid, colourless"
18_Nitrogen.md,Nitrogen,Nitrogen,Dissolved,NO3(-),+5,-26130.0,-109.3279,"Nitrate ion, no colour of its own"
18_Nitrogen.md,Nitrogen,Nitrogen,Gaseous,NH3,-3,-3976.0,-16.6356,"Ammonia, colourless"
18_Nitrogen.md,Nitrogen,Nitrogen,Gaseous,N2,0,0.0,0.0,"Nitrogen, colourless"
18_Nitrogen.md,Nitrogen,Nitrogen,Gaseous,N2O,+1,24760.0,103.5958,"Nitrous oxide, colourless"
18_Nitrogen.md,Nitrogen,Nitrogen,Gaseous,NO,+2,20719.0,86.6883,"Nitric oxide, colourless"
18_Nitrogen.md,Nitrogen,Nitrogen,Gaseous,NO2,+4,12390.0,51.8398,"Nitrogen peroxide or dioxide, red-brown"
18_Nitrogen.md,Nitrogen,Nitrogen,Gaseous,N2O4,+4,23491.0,98.2863,"Nitrogen peroxide or tetroxide, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Solid,P4H2,-0.5,16000.0,66.944,Hydrogen tetraphosphide
18_Phosphorus.md,Phosphorus,Phosphorus,Solid,P(red),0,,,"Phosphorus, red, cub."
18_Phosphorus.md,Phosphorus,Phosphorus,Solid,P(white),0,,,"Phosphorus, white, cub."
18_Phosphorus.md,Phosphorus,Phosphorus,Liquid,P2H4,-2,9000.0,37.656,"Hydrogen diphosphide, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,H3PO2,+1,-125100.0,-523.4184,"Hypophosphorous acid, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,H2PO2(-),+1,-122400.0,-512.1216,"Hypophosphite ion, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,H3PO3,+3,-204800.0,-856.8832,"Orthophosphorous acid, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,H2PO3(-),+3,-202350.0,-846.6324,"Monoorthophosphite ion, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,HPO3(2-),+3,-194000.0,-811.696,"Diorthophosphite ion, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,H4P2O6,+4,-392000.0,-1640.128,"Hypophosphoric acid, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,H3P2O6(-),+4,-389000.0,-1627.576,"Monohypophosphate ion, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,H2P2O6(2-),+4,-385200.0,-1611.6768,"Dihypophosphate ion, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,HP2O6(3-),+4,-375300.0,-1570.2552,"Trihypophosphate ion, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,P2O6(4-),+4,-361700.0,-1513.3528,"Tetrahypophosphate ion, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,H3PO4,+5,-274200.0,-1147.2528,"Orthophosphoric acid, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,H2PO4(-),+5,-271300.0,-1135.1192,"Monoorthophosphate ion, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,HPO4(2-),+5,-261500.0,-1094.116,"Diorthophosphate ion, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Dissolved,PO4(3-),+5,-245100.0,-1025.4984,"Triorthophosphate ion, colourless"
18_Phosphorus.md,Phosphorus,Phosphorus,Gaseous,PH3,-3,4300.0,17.9912,"Phosphine, colourless"
19_Oxygen.md,Oxygen,Oxygen,Liquid,H2O,-2,-56690.0,-237.191,Water
19_Oxygen.md,Oxygen,Oxygen,Dissolved,OH(-),-2,-37595.0,-157.2975,Hydroxide ion
19_Oxygen.md,Oxygen,Oxygen,Dissolved,H2O2,-1,-31470.0,-131.6705,Hydrogen peroxide
19_Oxygen.md,Oxygen,Oxygen,Dissolved,HO2(-),-1,-15610.0,-65.3122,Hydrogen peroxide ion
19_Oxygen.md,Oxygen,Oxygen,Dissolved,H(+),-2,0.0,0.0,Hydrogen ion
19_Oxygen.md,Oxygen,Oxygen,Gaseous,O1,0,54994.0,230.0949,Atomic oxygen or monoxygen
19_Oxygen.md,Oxygen,Oxygen,Gaseous,O2,0,0.0,0.0,Natural oxygen or dioxygen
19_Oxygen.md,Oxygen,Oxygen,Gaseous,O3,0,39060.0,163.427,Ozone or trioxygen
19_Polonium.md,Polonium,Polonium,Solid,Po,0,0.0,0.0,"Polonium, monoclinic"
19_Polonium.md,Polonium,Polonium,Solid,PoO2(anh.),+4,-46600.0,-194.9744,"Polonium oxide, cubic or quadratic"
19_Polonium.md,Polonium,Polonium,Solid,PoO3,+6,-33000.0,-138.072,Polonium peroxide
19_Polonium.md,Polonium,Polonium,Dissolved,Po(2+),+2,30000.0,125.52,Polonous ion
19_Polonium.md,Polonium,Polonium,Dissolved,PoO3(2-),+4,-101000.0,-422.584,Polonate ion
